番号,駅名,ふりがな,所在地（都道府県・市町村名）,乗り入れ路線名１（上位２路線）,乗り入れ路線名２（上位２路線）
7044,東觜崎,ひがしはしさき,兵庫県龍野市,ＪＲ西日本　姫新線,
7045,東幡豆,ひがしはず,愛知県幡豆町,名鉄蒲郡線,
7046,東八森,ひがしはちもり,秋田県八森町,ＪＲ東日本　五能線,
7047,東八町,ひがしはっちょう,愛知県豊橋市,＃豊橋鉄道東田本線,
7048,東花園,ひがしはなぞの,大阪府東大阪市,近鉄奈良線,
7049,東花輪,ひがしはなわ,山梨県田富町,ＪＲ東海　身延線,
7050,東浜,ひがしはま,鳥取県岩美町,ＪＲ西日本　山陰本線,
7051,東飯能,ひがしはんのう,埼玉県飯能市,ＪＲ東日本　八高線,西武池袋線
7052,東比恵,ひがしひえ,福岡県福岡市博多区,福岡市営１号線,
7053,東広島,ひがしひろしま,広島県東広島市,ＪＲ西日本　山陽新幹線,
7054,東枇杷島,ひがしびわじま,愛知県名古屋市西区,名鉄名古屋本線,
7055,東風連,ひがしふうれん,北海道風連町,ＪＲ北海道　宗谷本線,
7056,東福島,ひがしふくしま,福島県福島市,ＪＲ東日本　東北本線,
7057,東福間,ひがしふくま,福岡県福間町,ＪＲ九州　鹿児島本線,
7058,東福山,ひがしふくやま,広島県福山市,ＪＲ西日本　山陽本線,
7059,東総元,ひがしふさもと,千葉県大多喜町,いすみ鉄道いすみ線,
7060,東藤島,ひがしふじしま,福井県福井市,京福電気鉄道越前本線,
7061,東伏見,ひがしふしみ,東京都西東京市,西武新宿線,
7062,東藤原,ひがしふじわら,三重県藤原町,三岐鉄道三岐線,
7063,東二見,ひがしふたみ,兵庫県明石市,山陽電気鉄道本線,
7064,東府中,ひがしふちゅう,東京都府中市,京王京王線,京王競馬場線
7065,東福生,ひがしふっさ,東京都福生市,ＪＲ東日本　八高線,
7066,東船岡,ひがしふなおか,宮城県柴田町,阿武隈急行,
7067,東船橋,ひがしふなばし,千葉県船橋市,ＪＲ東日本　総武本線,
7068,東古市,ひがしふるいち,福井県永平寺町,京福電気鉄道越前本線,
7069,東別院,ひがしべついん,愛知県名古屋市中区,名古屋市営名城線,
7070,東別府,ひがしべっぷ,大分県別府市,ＪＲ九州　日豊本線,
7071,東幌糠,ひがしほろぬか,北海道留萌市,ＪＲ北海道　留萌本線,
7072,東本願寺前,ひがしほんがんじまえ,北海道札幌市中央区,＃札幌市営[山鼻線],
7073,東舞鶴,ひがしまいづる,京都府舞鶴市,ＪＲ西日本　舞鶴線,ＪＲ西日本　小浜線
7074,東松江,ひがしまつえ,和歌山県和歌山市,南海加太線,
7075,東松江,ひがしまつえ,島根県松江市,ＪＲ西日本　山陰本線,
7076,東松阪,ひがしまつさか,三重県松阪市,近鉄山田線,
7077,東松戸,ひがしまつど,千葉県松戸市,ＪＲ東日本　武蔵野線,北総開発鉄道北総・公団線
7078,東松原,ひがしまつばら,東京都世田谷区,京王井の頭線,
7079,東松山,ひがしまつやま,埼玉県東松山市,東武東上本線,
7080,東三国,ひがしみくに,大阪府大阪市淀川区,大阪市営御堂筋線,
7081,東水巻,ひがしみずまき,福岡県水巻町,ＪＲ九州　筑豊本線,
7082,東三日市,ひがしみっかいち,富山県黒部市,富山地方鉄道本線,
7083,東水戸,ひがしみと,茨城県水戸市,鹿島臨海鉄道大洗鹿島線,
7084,東湊,ひがしみなと,大阪府堺市,＃阪堺電気軌道阪堺線,
7085,東美浜,ひがしみはま,福井県美浜町,ＪＲ西日本　小浜線,
7086,東宮原,ひがしみやはら,埼玉県さいたま市,埼玉新都市交通伊奈線,
7087,東向日,ひがしむこう,京都府向日市,阪急京都本線,
7088,東向島,ひがしむこうじま,東京都墨田区,東武伊勢崎線,
7089,東村山,ひがしむらやま,東京都東村山市,西武新宿線,西武国分寺線
7090,東室蘭,ひがしむろらん,北海道室蘭市,ＪＲ北海道　室蘭本線,ＪＲ北海道　室蘭本線（支線）
7091,東免田,ひがしめんだ,熊本県免田町,くま川鉄道湯前線,
7092,東森,ひがしもり,北海道森町,ＪＲ北海道　函館本線（佐原線）,
7093,東毛呂,ひがしもろ,埼玉県毛呂山町,東武越生線,
7094,東門前,ひがしもんぜん,神奈川県川崎市川崎区,京急大師線,
7095,東屋代,ひがしやしろ,長野県更埴市,長野電鉄河東線,
7096,東八尾,ひがしやつお,富山県八尾町,ＪＲ西日本　高山本線,
7097,東山,ひがしやま,北海道森町,ＪＲ北海道　函館本線,
7098,東山,ひがしやま,京都府京都市東山区,京都市営東西線,
7099,東山,ひがしやま,奈良県生駒市,近鉄生駒線,
7100,東山,ひがしやま,岡山県岡山市,＃岡山電気軌道[東山本線],
7101,東山北,ひがしやまきた,神奈川県山北町,ＪＲ東海　御殿場線,
7102,東山公園,ひがしやまこうえん,愛知県名古屋市千種区,名古屋市営東山線,
7103,東山公園,ひがしやまこうえん,鳥取県米子市,ＪＲ西日本　山陰本線,
7104,東山代,ひがしやましろ,佐賀県伊万里市,松浦鉄道西九州線,
7105,東大和市,ひがしやまとし,東京都東大和市,西武拝島線,
7106,東山梨,ひがしやまなし,山梨県山梨市,ＪＲ東日本　中央本線,
7107,東矢本,ひがしやもと,宮城県矢本町,ＪＲ東日本　仙石線,
7108,東結城,ひがしゆうき,茨城県結城市,ＪＲ東日本　水戸線,
7109,東横田,ひがしよこた,千葉県袖ヶ浦市,ＪＲ東日本　久留里線,
7110,東淀川,ひがしよどがわ,大阪府大阪市淀川区,ＪＲ西日本　東海道本線,
7111,東林間,ひがしりんかん,神奈川県相模原市,小田急江ノ島線,
7112,東六線,ひがしろくせん,北海道剣淵町,ＪＲ北海道　宗谷本線,
7113,東鷲宮,ひがしわしのみや,埼玉県鷲宮町,ＪＲ東日本　東北本線,
7114,干潟,ひがた,千葉県旭市,ＪＲ東日本　総武本線,
7115,光,ひかり,山口県光市,ＪＲ西日本　山陽本線,
7116,光が丘,ひかりがおか,東京都練馬区,東京都営大江戸線,
7117,氷川台,ひかわだい,東京都練馬区,営団有楽町線,
7118,引治,ひきじ,大分県九重町,ＪＲ九州　久大本線,
7119,曳舟,ひきふね,東京都墨田区,東武伊勢崎線,東武亀戸線
7120,蟇目,ひきめ,岩手県新里村,ＪＲ東日本　山田線,
7121,日切,ひぎり,静岡県金谷町,大井川鐵道大井川本線,
7122,ひぐち,ひぐち,茨城県下館市,真岡鐵道真岡線,
7123,樋口,ひぐち,埼玉県長瀞町,秩父鉄道秩父本線,
7124,引田,ひけた,香川県引田町,ＪＲ四国　高徳線,
7125,肥後伊倉,ひごいくら,熊本県玉名市,ＪＲ九州　鹿児島本線,
7126,肥後大津,ひごおおづ,熊本県大津町,ＪＲ九州　豊肥本線,
7127,肥後高田,ひごこうだ,熊本県八代市,ＪＲ九州　鹿児島本線,
7128,彦崎,ひこさき,岡山県灘崎町,ＪＲ西日本　宇野線,
7129,彦山,ひこさん,福岡県添田町,ＪＲ九州　日田彦山線,
7130,樋越,ひごし,群馬県大胡町,上毛電気鉄道上毛線,
7131,肥後田浦,ひごたのうら,熊本県田浦町,ＪＲ九州　鹿児島本線,
7132,肥後長浜,ひごながはま,熊本県宇土市,ＪＲ九州　三角線,
7133,肥後西村,ひごにしのむら,熊本県錦町,くま川鉄道湯前線,
7134,彦根,ひこね,滋賀県彦根市,ＪＲ西日本　東海道本線,近江鉄道本線
7135,彦根口,ひこねぐち,滋賀県彦根市,近江鉄道本線,
7136,肥後橋,ひごばし,大阪府大阪市西区,大阪市営四つ橋線,
7137,肥後二見,ひごふたみ,熊本県八代市,ＪＲ九州　鹿児島本線,
7138,久居,ひさい,三重県久居市,近鉄名古屋線,
7139,久ノ浜,ひさのはま,福島県いわき市,ＪＲ東日本　常磐線,
7140,久屋大通,ひさやおおどおり,愛知県名古屋市中区,名古屋市営名城線,名古屋市営桜通線
7141,日出,ひじ,大分県日出町,ＪＲ九州　日豊本線,
7142,比地大,ひじだい,香川県豊中町,ＪＲ四国　予讃線,
7143,比島,ひしま,福井県勝山市,京福電気鉄道越前本線,
7144,比治山下,ひじやました,広島県広島市南区,＃広島電鉄[皆実線],
7145,比治山橋,ひじやまばし,広島県広島市南区,＃広島電鉄[皆実線],
7146,毘沙門,びしゃもん,青森県五所川原市,津軽鉄道,
7147,毘沙門台,びしゃもんだい,広島県広島市安佐南区,広島高速交通広島新交通１号線,
7148,美術館図書館前,びじゅつかんとしょかんまえ,福島県福島市,福島交通飯坂線,
7149,美章園,びしょうえん,大阪府大阪市阿倍野区,ＪＲ西日本　阪和線,
7150,美女平,びじょだいら,富山県立山町,＄立山開発鉄道鋼索線,
7151,聖高原,ひじりこうげん,長野県麻績村,ＪＲ東日本　篠ノ井線,
7152,日代,ひしろ,大分県津久見市,ＪＲ九州　日豊本線,
7153,肥前旭,ひぜんあさひ,佐賀県鳥栖市,ＪＲ九州　鹿児島本線,
7154,肥前飯田,ひぜんいいだ,佐賀県鹿島市,ＪＲ九州　長崎本線,
7155,備前一宮,びぜんいちのみや,岡山県岡山市,ＪＲ西日本　吉備線,
7156,肥前大浦,ひぜんおおうら,佐賀県太良町,ＪＲ九州　長崎本線,
7157,肥前鹿島,ひぜんかしま,佐賀県鹿島市,ＪＲ九州　長崎本線,
7158,備前片岡,びぜんかたおか,岡山県灘崎町,ＪＲ西日本　宇野線,
7159,備前片上,びぜんかたかみ,岡山県備前市,ＪＲ西日本　赤穂線,
7160,肥前久保,ひぜんくぼ,佐賀県相知町,ＪＲ九州　筑肥線,
7161,肥前古賀,ひぜんこが,長崎県長崎市,ＪＲ九州　長崎本線,
7162,肥前白石,ひぜんしろいし,佐賀県白石町,ＪＲ九州　長崎本線,
7163,備前田井,びぜんたい,岡山県玉野市,ＪＲ西日本　宇野線,
7164,肥前長田,ひぜんながた,長崎県諌早市,ＪＲ九州　長崎本線,
7165,肥前長野,ひぜんながの,佐賀県伊万里市,ＪＲ九州　筑肥線,
7166,肥前七浦,ひぜんななうら,佐賀県鹿島市,ＪＲ九州　長崎本線,
7167,備前西市,びぜんにしいち,岡山県岡山市,ＪＲ西日本　宇野線,
7168,肥前浜,ひぜんはま,佐賀県鹿島市,ＪＲ九州　長崎本線,
7169,備前原,びぜんはら,岡山県岡山市,ＪＲ西日本　津山線,
7170,備前福河,びぜんふくかわ,兵庫県赤穂市,ＪＲ西日本　赤穂線,
7171,肥前麓,ひぜんふもと,佐賀県鳥栖市,ＪＲ九州　長崎本線,
7172,備前三門,びぜんみかど,岡山県岡山市,ＪＲ西日本　吉備線,
7173,肥前山口,ひぜんやまぐち,佐賀県江北町,ＪＲ九州　長崎本線,ＪＲ九州　佐世保線
7174,肥前竜王,ひぜんりゅうおう,佐賀県有明町,ＪＲ九州　長崎本線,
7175,日田,ひた,大分県日田市,ＪＲ九州　久大本線,
7176,飛騨一ノ宮,ひだいちのみや,岐阜県宮村,ＪＲ東海　高山本線,
7177,飛騨小坂,ひだおさか,岐阜県小坂町,ＪＲ東海　高山本線,
7178,日高東別,ひだかとうべつ,北海道静内町,ＪＲ北海道　日高本線,
7179,飛騨金山,ひだかなやま,岐阜県金山町,ＪＲ東海　高山本線,
7180,日高幌別,ひだかほろべつ,北海道浦河町,ＪＲ北海道　日高本線,
7181,飛騨神岡,ひだかみおか,岐阜県神岡町,神岡鉄道神岡線,
7182,日高三石,ひだかみついし,北海道三石町,ＪＲ北海道　日高本線,
7183,日高門別,ひだかもんべつ,北海道門別町,ＪＲ北海道　日高本線,
7184,飛騨国府,ひだこくふ,岐阜県国府町,ＪＲ東海　高山本線,
7185,日立,ひたち,茨城県日立市,ＪＲ東日本　常磐線,
7186,常陸青柳,ひたちあおやぎ,茨城県ひたちなか市,ＪＲ東日本　水郡線,
7187,常陸太田,ひたちおおた,茨城県常陸太田市,ＪＲ東日本　水郡線（支線）,
7188,常陸大宮,ひたちおおみや,茨城県大宮町,ＪＲ東日本　水郡線,
7189,常陸岡田,ひたちおかだ,茨城県常陸太田市,日立電鉄,
7190,常陸小川,ひたちおがわ,茨城県玉里村,鹿島鉄道,
7191,常陸鴻巣,ひたちこうのす,茨城県那珂町,ＪＲ東日本　水郡線,
7192,常陸大子,ひたちだいご,茨城県大子町,ＪＲ東日本　水郡線,
7193,常陸多賀,ひたちたが,茨城県日立市,ＪＲ東日本　常磐線,
7194,常陸津田,ひたちつだ,茨城県ひたちなか市,ＪＲ東日本　水郡線,
7195,比立内,ひたちない,秋田県阿仁町,秋田内陸縦貫鉄道秋田内陸線,
7196,ひたち野うしく,ひたちのうしく,茨城県牛久市,ＪＲ東日本　常磐線,
7197,飛騨中山,ひだなかやま,岐阜県神岡町,神岡鉄道神岡線,
7198,飛騨萩原,ひだはぎわら,岐阜県萩原町,ＪＲ東海　高山本線,
7199,飛騨古川,ひだふるかわ,岐阜県古川町,ＪＲ東海　高山本線,
7200,飛騨細江,ひだほそえ,岐阜県古川町,ＪＲ東海　高山本線,
7201,飛騨宮田,ひだみやだ,岐阜県萩原町,ＪＲ東海　高山本線,
7202,左石,ひだりいし,長崎県佐世保市,松浦鉄道西九州線,
7203,左堰,ひだりせき,青森県青森市,ＪＲ東日本　津軽線,
7204,比津,ひつ,三重県美杉村,ＪＲ東海　名松線,
7205,備中川面,びっちゅうかわも,岡山県高梁市,ＪＲ西日本　伯備線,
7206,備中呉妹,びっちゅうくれせ,岡山県真備町,井原鉄道井原線,
7207,備中神代,びっちゅうこうじろ,岡山県新見市,ＪＲ西日本　伯備線,ＪＲ西日本　芸備線
7208,備中高梁,びっちゅうたかはし,岡山県高梁市,ＪＲ西日本　伯備線,
7209,備中高松,びっちゅうたかまつ,岡山県岡山市,ＪＲ西日本　吉備線,
7210,備中広瀬,びっちゅうひろせ,岡山県高梁市,ＪＲ西日本　伯備線,
7211,備中箕島,びっちゅうみのしま,岡山県岡山市,ＪＲ西日本　宇野線,
7212,比布,ぴっぷ,北海道比布町,ＪＲ北海道　宗谷本線,
7213,日詰,ひづめ,岩手県紫波町,ＪＲ東日本　東北本線,
7214,日出塩,ひでしお,長野県塩尻市,ＪＲ東海　中央本線,
7215,日出谷,ひでや,新潟県鹿瀬町,ＪＲ東日本　磐越西線,
7216,比土,ひど,三重県上野市,近鉄伊賀線,
7217,一日市場,ひといちば,長野県三郷村,ＪＲ東日本　大糸線,
7218,一ツ木,ひとつぎ,愛知県刈谷市,名鉄名古屋本線,
7219,一橋学園,ひとつばしがくえん,東京都小平市,西武多摩湖線,
7220,人丸,ひとまる,山口県油谷町,ＪＲ西日本　山陰本線,
7221,人丸前,ひとまるまえ,兵庫県明石市,山陽電気鉄道本線,
7222,人見,ひとみ,福岡県金田町,平成筑豊鉄道伊田線,
7223,人吉,ひとよし,熊本県人吉市,ＪＲ九州　肥薩線,くま川鉄道湯前線
7224,比奈,ひな,静岡県富士市,岳南鉄道,
7225,日長,ひなが,愛知県知多市,名鉄常滑線,
7226,日永,ひなが,三重県四日市市,近鉄内部線,近鉄八王子線
7227,日奈久,ひなぐ,熊本県八代市,ＪＲ九州　鹿児島本線,
7228,日生,ひなせ,岡山県日生町,ＪＲ西日本　赤穂線,
