番号,駅名,ふりがな,所在地（都道府県・市町村名）,乗り入れ路線名１（上位２路線）,乗り入れ路線名２（上位２路線）
3954,舌山,したやま,富山県黒部市,富山地方鉄道本線,
3955,枝下,しだれ,愛知県豊田市,名鉄三河線,
3956,自治医大,じちいだい,栃木県国分寺町,ＪＲ東日本　東北本線,
3957,七軒茶屋,しちけんぢゃや,広島県広島市安佐南区,ＪＲ西日本　可部線,
3958,七条,しちじょう,京都府京都市東山区,京阪京阪本線,
3959,七道,しちどう,大阪府堺市,南海南海本線,
3960,七百,しちひゃく,青森県六戸町,十和田観光電鉄,
3961,七見,しちみ,石川県能都町,のと鉄道能登線,
3962,七里ヶ浜,しちりがはま,神奈川県鎌倉市,江ノ島電鉄,
3963,志津,しづ,千葉県佐倉市,京成本線,
3964,志津川,しづがわ,宮城県志津川町,ＪＲ東日本　気仙沼線,
3965,尻毛,しっけ,岐阜県岐阜市,＃名鉄揖斐線,
3966,十国峠,じっこくとうげ,静岡県函南町,＄伊豆箱根鉄道十国鋼索線,
3967,十国登り口,じっこくのぼりぐち,静岡県函南町,＄伊豆箱根鉄道十国鋼索線,
3968,尻手,しって,神奈川県川崎市幸区,ＪＲ東日本　南武線,ＪＲ東日本　南武線（浜川崎支線）
3969,七宝,しっぽう,愛知県七宝町,名鉄津島線,
3970,為栗,してぐり,長野県天龍村,ＪＲ東海　飯田線,
3971,四天王寺前夕陽ヶ丘,してんのうじまえゆうひがおか,大阪府大阪市天王寺区,大阪市営谷町線,
3972,志度,しど,香川県さぬき市,ＪＲ四国　高徳線,
3973,自動車学校前,じどうしゃがっこうまえ,静岡県浜松市,遠州鉄道鉄道線,
3974,地名,じな,静岡県中川根町,大井川鐵道大井川本線,
3975,品井沼,しないぬま,宮城県松島町,ＪＲ東日本　東北本線,
3976,品川,しながわ,東京都港区,ＪＲ東日本　東海道本線,ＪＲ東日本　東海道本線＜横須賀線＞
3977,品川シーサイド,しながわしーさいど,東京都品川区,東京臨海高速鉄道りんかい線,
3978,信濃浅野,しなのあさの,長野県豊野町,ＪＲ東日本　飯山線,
3979,信濃荒井,しなのあらい,長野県松本市,松本電気鉄道上高地線,
3980,信濃追分,しなのおいわけ,長野県軽井沢町,しなの鉄道,
3981,信濃大町,しなのおおまち,長野県大町市,ＪＲ東日本　大糸線,
3982,信濃川上,しなのかわかみ,長野県川上村,ＪＲ東日本　小海線,
3983,信濃川島,しなのかわしま,長野県辰野町,ＪＲ東日本　中央本線,
3984,信濃川田,しなのかわだ,長野県長野市,長野電鉄河東線,
3985,信濃木崎,しなのきざき,長野県大町市,ＪＲ東日本　大糸線,
3986,信濃国分寺,しなのこくぶんじ,長野県上田市,しなの鉄道,
3987,信濃境,しなのさかい,長野県富士見町,ＪＲ東日本　中央本線,
3988,信濃白鳥,しなのしらとり,長野県栄村,ＪＲ東日本　飯山線,
3989,信濃平,しなのたいら,長野県飯山市,ＪＲ東日本　飯山線,
3990,信濃竹原,しなのたけはら,長野県中野市,長野電鉄山の内線,
3991,信濃常盤,しなのときわ,長野県大町市,ＪＲ東日本　大糸線,
3992,信濃町,しなのまち,東京都新宿区,ＪＲ東日本　中央本線,
3993,信濃松川,しなのまつかわ,長野県松川村,ＪＲ東日本　大糸線,
3994,信濃森上,しなのもりうえ,長野県白馬村,ＪＲ東日本　大糸線,
3995,信濃吉田,しなのよしだ,長野県長野市,長野電鉄長野線,
3996,篠崎,しのざき,東京都江戸川区,東京都営新宿線,
3997,信太山,しのだやま,大阪府和泉市,ＪＲ西日本　阪和線,
3998,篠塚,しのづか,群馬県邑楽町,東武小泉線,
3999,篠ノ井,しののい,長野県長野市,ＪＲ東日本　信越本線,ＪＲ東日本　篠ノ井線
4000,東雲,しののめ,東京都江東区,東京臨海高速鉄道りんかい線,
4001,東雲,しののめ,京都府舞鶴市,北近畿タンゴ鉄道宮津線,
4002,篠原,しのはら,滋賀県近江八幡市,ＪＲ西日本　東海道本線,
4003,篠原,しのはら,高知県南国市,＃土佐電気鉄道[ごめん線],
4004,忍ヶ丘,しのぶがおか,大阪府四條畷市,ＪＲ西日本　片町線,
4005,四宮,しのみや,京都府京都市山科区,京阪京津線,
4006,篠目,しのめ,山口県阿東町,ＪＲ西日本　山口線,
4007,篠路,しのろ,北海道札幌市北区,ＪＲ北海道　札沼線,
4008,芝浦ふ頭,しばうらふとう,東京都港区,ゆりかもめ東京臨海新交通臨海線,
4009,芝川,しばかわ,静岡県芝川町,ＪＲ東海　身延線,
4010,芝公園,しばこうえん,東京都港区,東京都営三田線,
4011,柴崎,しばさき,東京都調布市,京王京王線,
4012,柴崎体育館,しばさきたいいくかん,東京都立川市,多摩都市モノレール,
4013,柴宿,しばじゅく,岩手県東山町,ＪＲ東日本　大船渡線,
4014,新発田,しばた,新潟県新発田市,ＪＲ東日本　羽越本線,ＪＲ東日本　白新線
4015,柴田,しばた,愛知県名古屋市南区,名鉄常滑線,
4016,柴橋,しばはし,山形県寒河江市,ＪＲ東日本　左沢線,
4017,柴原,しばはら,大阪府豊中市,大阪高速鉄道大阪モノレール線,
4018,柴平,しばひら,秋田県鹿角市,ＪＲ東日本　花輪線,
4019,柴又,しばまた,東京都葛飾区,京成金町線,
4020,柴山,しばやま,兵庫県香住町,ＪＲ西日本　山陰本線,
4021,芝山千代田,しばやまちよだ,千葉県芝山町,芝山鉄道,
4022,渋川,しぶかわ,群馬県渋川市,ＪＲ東日本　上越線,ＪＲ東日本　吾妻線
4023,渋木,しぶき,山口県長門市,ＪＲ西日本　美祢線,
4024,地福,じふく,山口県阿東町,ＪＲ西日本　山口線,
4025,渋沢,しぶさわ,神奈川県秦野市,小田急小田原線,
4026,志布志,しぶし,鹿児島県志布志町,ＪＲ九州　日南線,
4027,渋民,しぶたみ,岩手県玉山村,IGRいわて銀河鉄道,
4028,渋谷,しぶや,東京都渋谷区,ＪＲ東日本　山手線,営団銀座線
4029,志文,しぶん,北海道岩見沢市,ＪＲ北海道　室蘭本線,
4030,標茶,しべちゃ,北海道標茶町,ＪＲ北海道　釧網本線,
4031,士別,しべつ,北海道士別市,ＪＲ北海道　宗谷本線,
4032,志摩赤崎,しまあかさき,三重県鳥羽市,近鉄志摩線,
4033,志摩磯部,しまいそべ,三重県磯部町,近鉄志摩線,
4034,島氏永,しまうじなが,愛知県稲沢市,名鉄名古屋本線,
4035,島内,しまうち,長野県松本市,ＪＲ東日本　大糸線,
4036,島尾,しまお,富山県氷見市,ＪＲ西日本　氷見線,
4037,島ヶ原,しまがはら,三重県島ヶ原村,ＪＲ西日本　関西本線,
4038,志摩神明,しましんめい,三重県阿児町,近鉄志摩線,
4039,島田,しまた,山口県光市,ＪＲ西日本　山陽本線,
4040,島田,しまだ,静岡県島田市,ＪＲ東海　東海道本線,
4041,島高松,しまたかまつ,長野県松本市,ＪＲ東日本　大糸線,
4042,島鉄本社前,しまてつほんしゃまえ,長崎県島原市,島原鉄道,
4043,島鉄湯江,しまてつゆえ,長崎県有明町,島原鉄道,
4044,島越,しまのこし,岩手県田野畑村,三陸鉄道北リアス線,
4045,島ノ下,しまのした,北海道富良野市,ＪＲ北海道　根室本線,
4046,島ノ関,しまのせき,滋賀県大津市,京阪石山坂本線,
4047,島原,しまばら,長崎県島原市,島原鉄道,
4048,島原外港,しまばらがいこう,長崎県島原市,島原鉄道,
4049,島松,しままつ,北海道恵庭市,ＪＲ北海道　千歳線,
4050,志摩横山,しまよこやま,三重県阿児町,近鉄志摩線,
4051,清水,しみず,静岡県清水市,ＪＲ東海　東海道本線,
4052,清水,しみず,愛知県名古屋市北区,名鉄瀬戸線,
4053,冷水浦,しみずうら,和歌山県海南市,ＪＲ西日本　紀勢本線,
4054,清水川,しみずがわ,青森県平内町,ＪＲ東日本　東北本線,
4055,清水公園,しみずこうえん,千葉県野田市,東武野田線,
4056,清水沢,しみずさわ,北海道夕張市,ＪＲ北海道　石勝線（旧夕張線）,
4057,清水原,しみずはら,岩手県花泉町,ＪＲ東日本　東北本線,
4058,清水町,しみずまち,愛媛県松山市,＃伊予鉄道[城北線],
4059,市民会館前,しみんかいかんまえ,北海道函館市,＃函館市営[湯の川線],
4060,市民公園前,しみんこうえんまえ,岐阜県各務原市,名鉄各務原線,
4061,市民病院前,しみんびょういんまえ,富山県高岡市,＃万葉線[高岡軌道線],
4062,市民病院前,しみんびょういんまえ,兵庫県神戸市中央区,神戸新交通ポートアイランド線,
4063,市民病院前,しみんびょういんまえ,長崎県長崎市,＃長崎電気軌道[大浦支線],
4064,市民広場,しみんひろば,兵庫県神戸市中央区,神戸新交通ポートアイランド線,
4065,占冠,しむかっぷ,北海道占冠村,ＪＲ北海道　石勝線,
4066,志村坂上,しむらさかうえ,東京都板橋区,東京都営三田線,
4067,志村三丁目,しむらさんちょうめ,東京都板橋区,東京都営三田線,
4068,志茂,しも,東京都北区,営団南北線,
4069,下赤塚,しもあかつか,東京都板橋区,東武東上本線,
4070,下芥見,しもあくたみ,岐阜県岐阜市,＃名鉄美濃町線,
4071,下麻生,しもあそう,岐阜県川辺町,ＪＲ東海　高山本線,
4072,下天津,しもあまづ,京都府福知山市,北近畿タンゴ鉄道宮福線,
4073,下飯田,しもいいだ,神奈川県横浜市泉区,横浜市営１号線,
4074,下井草,しもいぐさ,東京都杉並区,西武新宿線,
4075,下井阪,しもいさか,和歌山県打田町,ＪＲ西日本　和歌山線,
4076,下石野,しもいしの,兵庫県三木市,三木鉄道三木線,
4077,下泉,しもいずみ,静岡県中川根町,大井川鐵道大井川本線,
4078,下伊田,しもいた,福岡県田川市,平成筑豊鉄道伊田線,
4079,下板橋,しもいたばし,東京都豊島区,東武東上本線,
4080,下市,しもいち,鳥取県中山町,ＪＲ西日本　山陰本線,
4081,下市口,しもいちぐち,奈良県大淀町,近鉄吉野線,
4082,下市田,しもいちだ,長野県高森町,ＪＲ東海　飯田線,
4083,下今市,しもいまいち,栃木県今市市,東武日光線,東武鬼怒川線
4084,下総神崎,しもうさこうざき,千葉県神崎町,ＪＲ東日本　成田線,
4085,下総橘,しもうさたちばな,千葉県東庄町,ＪＲ東日本　成田線,
4086,下総豊里,しもうさとよさと,千葉県銚子市,ＪＲ東日本　成田線,
4087,下総中山,しもうさなかやま,千葉県船橋市,ＪＲ東日本　総武本線,
4088,下総松崎,しもうさまんざき,千葉県成田市,ＪＲ東日本　成田線,
4089,下浦,しもうら,徳島県石井町,ＪＲ四国　徳島線,
4090,下宇和,しもうわ,愛媛県宇和町,ＪＲ四国　予讃線,
4091,下大利,しもおおり,福岡県大野城市,西鉄天神大牟田線,
4092,下小川,しもおがわ,茨城県山方町,ＪＲ東日本　水郡線,
4093,下奥井,しもおくい,富山県富山市,ＪＲ西日本　富山港線,
4094,下小田井,しもおたい,愛知県西枇杷島町,名鉄犬山線,
4095,下落合,しもおちあい,東京都新宿区,西武新宿線,
4096,下方,しもかた,岐阜県大野町,＃名鉄揖斐線,
4097,下金山,しもかなやま,北海道南富良野町,ＪＲ北海道　根室本線,
4098,下鴨生,しもかもお,福岡県稲築町,ＪＲ九州　後藤寺線,
4099,下川合,しもかわい,静岡県佐久間町,ＪＲ東海　飯田線,
4100,下川沿,しもかわぞい,秋田県大館市,ＪＲ東日本　奥羽本線,
4101,下川辺,しもかわべ,広島県府中市,ＪＲ西日本　福塩線,
4102,下祇園,しもぎおん,広島県広島市安佐南区,ＪＲ西日本　可部線,
4103,下北,しもきた,青森県むつ市,ＪＲ東日本　大湊線,
4104,下北沢,しもきたざわ,東京都世田谷区,小田急小田原線,京王井の頭線
4105,下切,しもぎり,岐阜県可児市,ＪＲ東海　太多線,
4106,甚目寺,じもくじ,愛知県甚目寺町,名鉄津島線,
4107,下久野,しもくの,島根県大東町,ＪＲ西日本　木次線,
4108,下府,しもこう,島根県浜田市,ＪＲ西日本　山陰本線,
4109,下郡,しもごおり,千葉県君津市,ＪＲ東日本　久留里線,
4110,下古沢,しもこさわ,和歌山県九度山町,南海高野線,
4111,下小代,しもごしろ,栃木県今市市,東武日光線,
4112,下狛,しもこま,京都府精華町,ＪＲ西日本　片町線,
4113,下里,しもさと,和歌山県那智勝浦町,ＪＲ西日本　紀勢本線,
4114,下地,しもじ,愛知県豊橋市,ＪＲ東海　飯田線,
4115,下志比,しもしい,福井県永平寺町,京福電気鉄道越前本線,
4116,下士別,しもしべつ,北海道士別市,ＪＲ北海道　宗谷本線,
4117,下島,しもじま,長野県伊那市,ＪＲ東海　飯田線,
4118,下島,しもじま,長野県波田町,松本電気鉄道上高地線,
4119,下社,しもしゃ,神奈川県伊勢原市,＄大山観光電鉄大山鋼索線,
4120,下白滝,しもしらたき,北海道白滝村,ＪＲ北海道　石北本線,
4121,下新庄,しもしんじょう,大阪府大阪市東淀川区,阪急千里線,
4122,下新田,しもしんでん,群馬県桐生市,わたらせ渓谷鐵道わたらせ渓谷線,
4123,下神明,しもしんめい,東京都品川区,東急大井町線,
4124,下菅谷,しもすがや,茨城県那珂町,ＪＲ東日本　水郡線,
4125,下諏訪,しもすわ,長野県下諏訪町,ＪＲ東日本　中央本線,
4126,下曽我,しもそが,神奈川県小田原市,ＪＲ東海　御殿場線,
4127,下曽根,しもそね,福岡県北九州市小倉南区,ＪＲ九州　日豊本線,
4128,下田,しもだ,青森県下田町,ＪＲ東日本　東北本線,
4129,下田,しもだ,奈良県香芝市,ＪＲ西日本　和歌山線,
4130,下平,しもだいら,長野県高森町,ＪＲ東海　飯田線,
4131,下高井戸,しもたかいど,東京都世田谷区,京王京王線,＃東急世田谷線
4132,下滝,しもたき,兵庫県山南町,ＪＲ西日本　福知山線,
4133,下館,しもだて,茨城県下館市,ＪＲ東日本　水戸線,関東鉄道常総線
4134,下館二高前,しもだてにこうまえ,茨城県下館市,真岡鐵道真岡線,
4135,下津,しもつ,和歌山県下津町,ＪＲ西日本　紀勢本線,
4136,下野大沢,しもつけおおさわ,栃木県今市市,ＪＲ東日本　日光線,
4137,下野花岡,しもつけはなおか,栃木県高根沢町,ＪＲ東日本　烏山線,
4138,下津野,しもつの,和歌山県吉備町,有田鉄道,
4139,下妻,しもつま,茨城県下妻市,関東鉄道常総線,
4140,下土狩,しもとがり,静岡県長泉町,ＪＲ東海　御殿場線,
4141,下徳富,しもとっぷ,北海道新十津川町,ＪＲ北海道　札沼線,
4142,下永谷,しもながや,神奈川県横浜市港南区,横浜市営１号線,
4143,下灘,しもなだ,愛媛県双海町,ＪＲ四国　予讃線,
4144,下新,しもにい,長野県松本市,松本電気鉄道上高地線,
4145,下仁田,しもにた,群馬県下仁田町,上信電鉄上信線,
4146,下沼,しもぬま,北海道幌延町,ＪＲ北海道　宗谷本線,
4147,下之郷,しものごう,長野県上田市,上田交通別所線,
4148,下庄,しものしょう,三重県亀山市,ＪＲ東海　紀勢本線,
4149,下野代,しものしろ,三重県多度町,近鉄養老線,
4150,下関,しものせき,山口県下関市,ＪＲ西日本　山陽本線,
4151,下野宮,しものみや,茨城県大子町,ＪＲ東日本　水郡線,
4152,下浜,しもはま,秋田県秋田市,ＪＲ東日本　羽越本線,
4153,下兵庫,しもひょうご,福井県坂井町,京福電気鉄道三国芦原線,
4154,下兵庫,しもひょうご,和歌山県橋本市,ＪＲ西日本　和歌山線,
4155,下深谷,しもふかや,三重県桑名市,近鉄養老線,
4156,下深川,しもふかわ,広島県広島市安佐北区,ＪＲ西日本　芸備線,
4157,下船渡,しもふなと,岩手県大船渡市,ＪＲ東日本　大船渡線,
4158,下部温泉,しもべおんせん,山梨県下部町,ＪＲ東海　身延線,
4159,下北条,しもほうじょう,鳥取県北条町,ＪＲ西日本　山陰本線,
4160,下松,しもまつ,大阪府岸和田市,ＪＲ西日本　阪和線,
4161,下丸子,しもまるこ,東京都大田区,東急東急多摩川線,
4162,下溝,しもみぞ,神奈川県相模原市,ＪＲ東日本　相模線,
4163,下夜久野,しもやくの,京都府夜久野町,ＪＲ西日本　山陰本線,
4164,下山,しもやま,京都府丹波町,ＪＲ西日本　山陰本線,
4165,下山,しもやま,高知県安芸市,土佐くろしお鉄道阿佐線,
4166,下山口,しもやまぐち,埼玉県所沢市,西武狭山線,
4167,下山門,しもやまと,福岡県福岡市西区,ＪＲ九州　筑肥線,
4168,下山村,しもやまむら,長野県飯田市,ＪＲ東海　飯田線,
4169,下油井,しもゆい,岐阜県白川町,ＪＲ東海　高山本線,
4170,下唯野,しもゆいの,福井県大野市,ＪＲ西日本　越美北線,
4171,下湯沢,しもゆざわ,秋田県湯沢市,ＪＲ東日本　奥羽本線,
4172,下吉田,しもよしだ,山梨県富士吉田市,富士急行大月線,
4173,下和知,しもわち,広島県三次市,ＪＲ西日本　芸備線,
4174,石神井公園,しゃくじいこうえん,東京都練馬区,西武池袋線,
4175,市役所,しやくしょ,愛知県名古屋市中区,名古屋市営名城線,
4176,市役所前,しやくしょまえ,北海道函館市,＃函館市営[本線],
4177,市役所前,しやくしょまえ,千葉県千葉市中央区,千葉都市モノレール１号線,
4178,市役所前,しやくしょまえ,福井県福井市,福井鉄道福武線,福井鉄道福武線（福井駅支線）
4179,市役所前,しやくしょまえ,長野県長野市,長野電鉄長野線,
4180,市役所前,しやくしょまえ,愛知県豊橋市,＃豊橋鉄道東田本線,
4181,市役所前,しやくしょまえ,和歌山県御坊市,紀州鉄道,
4182,市役所前,しやくしょまえ,広島県広島市中区,＃広島電鉄[宇品線],
4183,市役所前,しやくしょまえ,愛媛県松山市,＃伊予鉄道[城南線],
4184,市役所前,しやくしょまえ,熊本県熊本市,＃熊本市営[幹線],
4185,市役所前,しやくしょまえ,鹿児島県鹿児島市,＃鹿児島市営[第一期線],
4186,尺土,しゃくど,奈良県當麻町,近鉄南大阪線,近鉄御所線
4187,尺別,しゃくべつ,北海道音別町,ＪＲ北海道　根室本線,
4188,舎熊,しゃぐま,北海道増毛町,ＪＲ北海道　留萌本線,
4189,社家,しゃけ,神奈川県海老名市,ＪＲ東日本　相模線,
4190,社台,しゃだい,北海道白老町,ＪＲ北海道　室蘭本線,
4191,自由が丘,じゆうがおか,東京都目黒区,東急東横線,東急大井町線
4192,修学院,しゅうがくいん,京都府京都市左京区,叡山電鉄叡山本線,
4193,十九条,じゅうくじょう,岐阜県穂積町,樽見鉄道樽見線,
4194,十字街,じゅうじがい,北海道函館市,＃函館市営[本線],＃函館市営[宝来・谷地頭線]
4195,十条,じゅうじょう,東京都北区,ＪＲ東日本　赤羽線,
4196,十条,じゅうじょう,京都府京都市南区,近鉄京都線,
4197,十条,じゅうじょう,京都府京都市南区,京都市営烏丸線,
4198,十三,じゅうそう,大阪府大阪市淀川区,阪急京都本線,阪急神戸本線
4199,守内かさ神,しゅうちかさがみ,山口県岩国市,錦川鉄道錦川清流線,
4200,十二兼,じゅうにかね,長野県南木曽町,ＪＲ東海　中央本線,
4201,十二橋,じゅうにきょう,千葉県佐原市,ＪＲ東日本　鹿島線,
4202,十二湖,じゅうにこ,青森県岩崎村,ＪＲ東日本　五能線,
4203,十二所,じゅうにしょ,秋田県大館市,ＪＲ東日本　花輪線,
4204,十文字,じゅうもんじ,秋田県十文字町,ＪＲ東日本　奥羽本線,
4205,聚楽園,しゅうらくえん,愛知県東海市,名鉄常滑線,
4206,宿院,しゅくいん,大阪府堺市,＃阪堺電気軌道阪堺線,
4207,夙川,しゅくがわ,兵庫県西宮市,阪急神戸本線,阪急甲陽線
4208,宿川原,しゅくがわら,青森県大鰐町,弘南鉄道大鰐線,
4209,宿河原,しゅくがわら,神奈川県川崎市多摩区,ＪＲ東日本　南武線,
4210,宿戸,しゅくのへ,岩手県種市町,ＪＲ東日本　八戸線,
4211,修善寺,しゅぜんじ,静岡県修善寺町,伊豆箱根鉄道駿豆線,
4212,縮景園前,しゅっけいえんまえ,広島県広島市中区,＃広島電鉄[白島線],
4213,朱文別,しゅもんべつ,北海道増毛町,ＪＲ北海道　留萌本線,
4214,純心学園前,じゅんしんがくえんまえ,鹿児島県鹿児島市,＃鹿児島市営[唐湊線],
4215,俊徳道,しゅんとくみち,大阪府東大阪市,近鉄大阪線,
4216,正院,しょういん,石川県珠洲市,のと鉄道能登線,
4217,松陰神社前,しょういんじんじゃまえ,東京都世田谷区,＃東急世田谷線,
4218,常永,じょうえい,山梨県昭和町,ＪＲ東海　身延線,
4219,正覚寺下,しょうかくじした,長崎県長崎市,＃長崎電気軌道[本線],
4220,城ヶ崎海岸,じょうがさきかいがん,静岡県伊東市,伊豆急行,
4221,庄川口,しょうがわぐち,富山県新湊市,＃万葉線[新湊港線],
4222,城川原,じょうがわら,富山県富山市,ＪＲ西日本　富山港線,
4223,商業高校前,しょうぎょうこうこうまえ,熊本県熊本市,＃熊本市営[健軍線],
4224,将軍山,しょうぐんざん,北海道当麻町,ＪＲ北海道　石北本線,
4225,上下,じょうげ,広島県上下町,ＪＲ西日本　福塩線,
4226,上下浜,じょうげはま,新潟県柿崎町,ＪＲ東日本　信越本線,
4227,上戸,じょうこ,福島県猪苗代町,ＪＲ東日本　磐越西線,
4228,定光寺,じょうこうじ,愛知県春日井市,ＪＲ東海　中央本線,
4229,常光寺前,じょうこうじまえ,長崎県南有馬町,島原鉄道,
4230,商工センター入口,しょうこうせんたーいりぐち,広島県広島市西区,＃広島電鉄宮島線,
4231,小路,しょうじ,大阪府大阪市生野区,大阪市営千日前線,
4232,少路,しょうじ,大阪府豊中市,大阪高速鉄道大阪モノレール線,
4233,正雀,しょうじゃく,大阪府摂津市,阪急京都本線,
4234,上州一ノ宮,じょうしゅういちのみや,群馬県富岡市,上信電鉄上信線,
4235,上州富岡,じょうしゅうとみおか,群馬県富岡市,上信電鉄上信線,
4236,上州七日市,じょうしゅうなのかいち,群馬県富岡市,上信電鉄上信線,
4237,上州新屋,じょうしゅうにいや,群馬県甘楽町,上信電鉄上信線,
4238,上州福島,じょうしゅうふくしま,群馬県甘楽町,上信電鉄上信線,
4239,浄心,じょうしん,愛知県名古屋市西区,名古屋市営鶴舞線,
4240,勝瑞,しょうずい,徳島県藍住町,ＪＲ四国　高徳線,
4241,浄水,じょうすい,愛知県豊田市,名鉄豊田線,
4242,生田,しょうでん,秋田県田沢湖町,ＪＲ東日本　田沢湖線,
4243,聖天坂,しょうてんざか,大阪府大阪市西成区,＃阪堺電気軌道阪堺線,
4244,城東,じょうとう,群馬県前橋市,上毛電気鉄道上毛線,
4245,上道,じょうとう,岡山県岡山市,ＪＲ西日本　山陽本線,
4246,小利別,しょうとしべつ,北海道陸別町,北海道ちほく高原鉄道ふるさと銀河線,
4247,庄内,しょうない,大阪府豊中市,阪急宝塚本線,
4248,庄内,しょうない,大分県庄内町,ＪＲ九州　久大本線,
4249,庄内通,しょうないどおり,愛知県名古屋市西区,名古屋市営鶴舞線,
4250,庄内緑地公園,しょうないりょくちこうえん,愛知県名古屋市西区,名古屋市営鶴舞線,
4251,沼南,しょうなん,埼玉県上尾市,埼玉新都市交通伊奈線,
4252,城南,じょうなん,青森県弘前市,弘南鉄道大鰐線,
4253,湘南江の島,しょうなんえのしま,神奈川県藤沢市,湘南モノレール江の島線,
4254,湘南海岸公園,しょうなんかいがんこうえん,神奈川県藤沢市,江ノ島電鉄,
4255,湘南台,しょうなんだい,神奈川県藤沢市,小田急江ノ島線,相鉄いずみ野線
4256,湘南深沢,しょうなんふかさわ,神奈川県鎌倉市,湘南モノレール江の島線,
4257,湘南町屋,しょうなんまちや,神奈川県鎌倉市,湘南モノレール江の島線,
4258,城野,じょうの,福岡県北九州市小倉南区,ＪＲ九州　日豊本線,ＪＲ九州　日田彦山線
4259,城野,じょうの,福岡県北九州市小倉南区,北九州高速鉄道小倉線,
4260,城端,じょうはな,富山県城端町,ＪＲ西日本　城端線,
4261,荘原,しょうばら,島根県斐川町,ＪＲ西日本　山陰本線,
4262,城北,じょうほく,広島県広島市中区,広島高速交通広島新交通１号線,
4263,常北太田,じょうほくおおた,茨城県常陸太田市,日立電鉄,
4264,正丸,しょうまる,埼玉県飯能市,西武西武秩父線,
4265,上毛高原,じょうもうこうげん,群馬県月夜野町,ＪＲ東日本　上越新幹線,
4266,縄文真脇,じょうもんまわき,石川県能都町,のと鉄道能登線,
4267,生山,しょうやま,鳥取県日南町,ＪＲ西日本　伯備線,
4268,城陽,じょうよう,京都府城陽市,ＪＲ西日本　奈良線,
4269,上呂,じょうろ,岐阜県萩原町,ＪＲ東海　高山本線,
4270,昭和,しょうわ,神奈川県川崎市川崎区,ＪＲ東日本　鶴見線,
4271,昭和島,しょうわじま,東京都大田区,東京モノレール東京モノレール羽田線,
4272,昭和町,しょうわちょう,大阪府大阪市阿倍野区,大阪市営御堂筋線,
4273,昭和町,しょうわちょう,香川県高松市,ＪＲ四国　高徳線,
4274,昭和橋,しょうわばし,北海道函館市,＃函館市営[湯の川線],
4275,昭和町通,しょうわまちどおり,長崎県長崎市,＃長崎電気軌道[本線],
4276,女学院前,じょがくいんまえ,広島県広島市中区,＃広島電鉄[白島線],
4277,女子大,じょしだい,千葉県佐倉市,山万ユーカリが丘線,
4278,勝幡,しょばた,愛知県佐織町,名鉄津島線,
4279,庶路,しょろ,北海道白糠町,ＪＲ北海道　根室本線,
4280,白井海岸,しらいかいがん,岩手県普代村,三陸鉄道北リアス線,
4281,白市,しらいち,広島県東広島市,ＪＲ西日本　山陽本線,
4282,白糸台,しらいとだい,東京都府中市,西武多摩川線,
4283,白老,しらおい,北海道白老町,ＪＲ北海道　室蘭本線,
4284,白岡,しらおか,埼玉県白岡町,ＪＲ東日本　東北本線,
4285,白神岳登山口,しらかみだけとざんぐち,青森県岩崎村,ＪＲ東日本　五能線,
4286,白河,しらかわ,福島県白河市,ＪＲ東日本　東北本線,
4287,白川口,しらかわぐち,岐阜県白川町,ＪＲ東海　高山本線,
4288,白木,しらき,三重県鳥羽市,近鉄志摩線,
4289,白木原,しらきばる,福岡県大野城市,西鉄天神大牟田線,
4290,白木山,しらきやま,広島県広島市安佐北区,ＪＲ西日本　芸備線,
4291,白坂,しらさか,福島県白河市,ＪＲ東日本　東北本線,
4292,白鷺,しらさぎ,大阪府堺市,南海高野線,
4293,白沢,しらさわ,秋田県大館市,ＪＲ東日本　奥羽本線,
4294,白沢,しらさわ,愛知県阿久比町,名鉄河和線,
4295,白沢,しらさわ,鹿児島県枕崎市,ＪＲ九州　指宿枕崎線,
4296,白沢渓谷,しらさわけいこく,愛知県名古屋市守山区,名古屋ガイドウェイバスガイドウェイバス志段味線,
4297,白滝,しらたき,北海道白滝村,ＪＲ北海道　石北本線,
4298,白塚,しらつか,三重県津市,近鉄名古屋線,
4299,白糠,しらぬか,北海道白糠町,ＪＲ北海道　根室本線,
4300,白浜,しらはま,和歌山県白浜町,ＪＲ西日本　紀勢本線,
4301,白浜海水浴場前,しらはまかいすいよくじょうまえ,長崎県口之津町,島原鉄道,
4302,白浜の宮,しらはまのみや,兵庫県姫路市,山陽電気鉄道本線,
4303,白山,しらやま,香川県三木町,高松琴平電気鉄道長尾線,
4304,知内,しりうち,北海道知内町,ＪＲ北海道　海峡線,
4305,市立体育館前,しりつたいいくかんまえ,熊本県熊本市,＃熊本市営[健軍線],
4306,市立病院前,しりつびょういんまえ,鹿児島県鹿児島市,＃鹿児島市営[第一期線],
4307,知床斜里,しれとこしゃり,北海道斜里町,ＪＲ北海道　釧網本線,
4308,白井,しろい,千葉県白井市,北総開発鉄道北総・公団線,
4309,白石,しろいし,北海道札幌市白石区,ＪＲ北海道　千歳線,ＪＲ北海道　函館本線
4310,白石,しろいし,北海道札幌市白石区,札幌市営東西線,
4311,白石,しろいし,宮城県白石市,ＪＲ東日本　東北本線,
4312,白石,しろいし,熊本県芦北町,ＪＲ九州　肥薩線,
4313,白石蔵王,しろいしざおう,宮城県白石市,ＪＲ東日本　東北新幹線,
